Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Data Scientist,₹258K-₹541K (Glassdoor est.),"Requirements
Should have good knowledge of statistics and machine learning techniques
Should able able to soft through data and extract the underlying patterns and insights which could be applied to solve the problem or add value
Should have good problem solving skills
Should have working knowledge or experience with tools such as R, Matlab etc
Should be able to convert high level goals into set of use cases or KPIs to be added to the solution to solve customer problem
Should be able to prepare datasets, tune params, select set of attributes etc to ensure the model trained solves the problem in efficient manner


Responsibilities
Selecting features, building and optimizing classifiers using machine learning techniques.
Data mining using state-of-the-art methods.
Extending company’s data with third party sources of information when needed.
Enhancing data collection procedures to include information that is relevant for building analytic systems.
Processing, cleansing, and verifying the integrity of data used for analysis.
Doing ad-hoc analysis and presenting results in a clear manner.
Creating automated anomaly detection systems and constant tracking of its performance


Skills and Qualifications
Excellent understanding of machine learning techniques and algorithms, such as Classification, regression, RF, CRF, SVM, Clustering, CNN, Neural network etc...
Experience with common data science toolkits, such as R, Matlab, Python related etc.
Experience with data visualisation tools, such as D3.js, GGplot, etc. to present the observation or solution in simple and consummabale manner on dashboard
Proficiency in using query languages such as R, SQL etc. Experience in Python is plus
Experience with various sdks like mitie, dib, stanford NLP, etc are preferred
Good applied statistics skills, such as distributions, statistical testing, regression, etc.
Understand the high level problem and provide set of solutions to solve it using machine learning or otherwise
We’re looking for someone with 5-8 years of experience manipulating data sets and building statistical models, has a Master’s or PHD in Statistics, Mathematics, Computer Science or another quantitative field",3.5,"IQLECT
3.5",Bangalore,-1,1 to 50 Employees,2015,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
Data Scientist,₹258K-₹541K (Glassdoor est.),"Primary role

Staying abreast with the latest techniques and algorithms used in data analytics and overseeing their adoption by delivery teams. Leading in house efforts in researching newer and novel analytics methodologies. Expected to be actively involved in all stages of solution delivery to the client.

Secondary role

Mentoring junior staff.

Basic skills

An expert in any two or more of the following; Machine learning, Operations research, Agent based modeling, game theory, statistics or similar methodologies.

A strong experience with at least one of the following; R, Matlab, SAS, SPSS or similar packages.

A basic knowledge of one of the following; Python, C/C++, Java.

Preferred skills

Experience with analyzing actual business data.

Domain knowledge of industry verticals (such as healthcare, telecom etc.)

Education

PhD or MS (with peer reviewed publications) in a quantitative field, such as Physics, Machine Learning, Artificial Intelligence, Statistics, Mathematics, Engineering, etc.

If interested, kindly send your cv on hr@gaugeanalytics.com",3.1,"Gauge Data Solutions
3.1",Noida,-1,1 to 50 Employees,-1,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
Data Scientist,₹258K-₹541K (Glassdoor est.),"We are building our team to offer business and operations analytics solutions to our international and
domestic clients, and are looking for a Data Scientist with comprehensive knowledge of existing and next
gen analytics tools and technology platforms. Passionate, self-starter and innovative our Data Scientist will
bring expert skills and meaningful experience to fore, focusing primarily on Healthcare, Pharmaceuticals,
Banking, Financial Services & Insurance industry verticals.
Responsible for leading client engagements and People, our Data Scientist will be a problem solver, who
relishes the journey of crafting intelligent client solutions – live to find patterns and insights within structured
and unstructured data. Industrious, analytical and result-oriented, our Data Scientist will be a thinker with
natural desire to go beneath the surface of a problem; understand how the products are developed; and
have statistical, mathematical, predictive modelling as well as business strategy skills to build the algorithms
necessary to ask the right questions and find the right answers – You propose analytics strategies and
solutions that challenge and expand the thinking of everyone around you. With hands-on knowledge of
the business, products, technology, regulatory environment, operations our Data Scientist will continuously
seek fresh challenges to engineer solutions that make valuable client business impacts.
A seasoned professional our Data Scientist will operate in collaboration with cross-industry, cross-function,
experts and be a leading example of the Profisor People Culture, independently managing client
engagements, multiple projects and project teams.

Careers

Responsibilities:
Results-based quality delivery of data analytics solutions and services
Manage multiple client projects, problem statements, and multiple project teams
Organize and manage quality review of data analytics operations delivery
Design & develop client solutions and collaboratively respond to client RFP’s & RFI’s
Lead thought leadership articles – point of views – and business development initiatives
Manage client relationships, client experience and client feedback to resolve engagement issues
Co-develop Profisor People and People career models
Manage team performance reviews, expansion and progression planning and People reporting
Lead analytics capability development, learning and training
Counsel, develop People, and manage talent identification and hiring
Minimum Knowledge, Skills & Abilities Required:
8+ years of experience designing and devising data analytics capabilities and solutions for
Healthcare, Pharmaceuticals, BFSI and or Cross-industry clients
Comprehensive knowledge of Natural Language Processing, Machine Learning, Conceptual Modelling,
Statistical Analysis, Predictive Modelling & Hypothesis Testing
Solution-oriented thinker, capable of managing business and technology challenges
Data driven and highly analytical with working knowledge of compliance and ethical standards and
evolving global regulatory environment
Excellent communication (both written and vocal), problem solving and presentation skills
Good human relations and interpersonal skills to collaborate and manage People with diverse
backgrounds
Additional Knowledge, Skills & Abilities:
Data munging, visualization and communication knowledge
Hands-on knowledge of Lean and Agile delivery techniques
Demonstrated ability to maintain strict confidentiality of internal and external customer information
Desirable Knowledge, Skills & Abilities:
Ph.D. or Master’s degree in operations research, applied statistics, mathematics, data mining, machine
learning, physics or a related quantitative discipline
Management experience in Big Data or Data Analytics practice setup",4.5,"Profisor Services
4.5",Gurgaon,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
Data Scientist,₹258K-₹541K (Glassdoor est.),"Job Summary:
We are a fast growing Managed Service Provider with some of the leading Global Enterprises/Telecom Service Providers as our clients. We are in the process of expanding our India Operations and looking for an experienced Data Scientist professional to join our team.
Role and Responsibilities –
Work on the DS/ML requirements of the business from ground up.
Ability to work and deliver results independently.
Data mining using state-of-the-art methods and tools.
Enhancing data collection methods to include information that is relevant for building analytic systems.
Set in motion data gathering process and assess the effectiveness and accuracy of new data sources and gathering techniques.
Apply statistics skills, such as distributions, statistical testing, regression,etc.
Develop custom data models and algorithms to apply to data sets.
Implement models and monitor outcomes.
Use predictive modeling to increase and optimize business outcomes.
You will be working on the following use cases
Anomaly / outlier detection
Classification & clustering
Deduplication & Entity extraction
Correlation & Cause analysis
Eligibility-
5-7 years of experience in relevant field.
Knowledge of base machine learning model and deep learning technologies.
Experience with building applications in programming languages such as Python/Java, deep knowledge RDBS.
Experience with building ML models using frameworks such as TensorFlow, PyTorch, Keras.
Should have worked with CloudFront, Algorithms & data structures.
Experience with software development best practices such as version control technologies, agile.
Research mindset and math-oriented expertise.
Master’s Degree in Computer Science or related field Ability to prioritize, manage time well, stay organized, quickly address needs and adjust focus as needed.
Quick learner, with a positive attitude and ability to work well within a team
Skills good to have-
Basic understanding of web and client-server architecture.
Experience working with infrastructure operations data and AIOPs work would be an added advantage.
Understanding of Big Data, understanding of difference between MapReduce and in-memory processing.
SQL, NoSQL, Pig, Hive, MongoDB, Cassandra & Data lake.
Azure ( app func, storage, event hub, keyvault, k8s).
Graph database ( janusgraph).
Docker, Kubernetes, Kubeflow & Bash.
Data visualisation tools, such as D3.js, GGplot, etc.
Understanding of popular ITSM and CMDB tools.
Job Location: Bangalore
Email : careers@intuitorit.com",4.4,"SoftTech Services
4.4",Bangalore,-1,51 to 200 Employees,2010,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1
Data Scientist,₹258K-₹541K (Glassdoor est.),"Business Unit:
Cubic Corporation
Company Details:
Cubic offers an opportunity to provide innovative technology for government and commercial customers around the globe, helping to solve their future problems today. We’re the leading integrator of payment and information technology and services for intelligent travel solutions worldwide, and the leading provider of realistic combat training systems, secure communications and networking and highly specialized support services for military and security forces of the U.S. and allied nations. If you have an entrepreneurial spirit and thrive in an innovative environment, we want to talk to you about your next role at Cubic! We are seeking employees inspired by technology, and motivated by the rewards of hard work, commitment, teamwork, quality, integrity, and respect. We invite you to explore opportunities with Cubic.
Job Details:
Job Summary:
Works closely with the data science team to build information-rich data products using innovative techniques and technologies to solve transportation related challenges and problems. Understands and leverages data mining, machine learning, data modeling, and statistical modeling techniques. Applies strong problem solving and analytic skills to data integration projects and is able to isolate non-obvious relationships between disparate data sources. This position typically works under general supervision and direction. Incumbents of this position will regularly exercise discretionary and substantial decision-making authority.
Essential Job Duties and Responsibilities:
Design, develop and program methods, processes, and systems to consolidate and analyze data from diverse sources
Generate actionable insights and solutions from data for client services and product enhancements
Define data models and develop transformation pipelines using python and scala
Develop and automate processes to cleanse, integrate and evaluate large datasets from multiple disparate sources
Build tools to automate data ingestion into a cloud platform environment
Scraping, data ingestion and data integration from multiple sources and databases, including web APIs, Protobuf feeds, SQL databases
Create, test, maintain, and update predictive models to predict asset failures and recommend maintenance cycles
Use inferential techniques to develop models of passenger behavior
Prepare and deliver presentations that effectively describe complex quantitative methods in clear and concise communications
Feature extraction and generation
Keep up to date with technical as well as industry developments, analytics software/tools, trends, and recognized best practices
Contribute to projects under the direction of project and product owners to adhere to funding, resourcing, schedule, and other constraints
Minimum Job Requirements:
4+ years of hands-on data science experience. Intermediate python and SQL knowledge. Experience with database management systems and other software tools used to manage an organization’s business activities. Knowledge and experience developing algorithms and analytics applications. Familiar with cloud computing, Azure and/or AWS, PaaS, IaaS. Strong analytical and problem-solving skills, attention to detail, critical thinking ability, and creativity. Must be able to abstract from ambiguous and sometimes conflicting information to identify opportunities for improvement and the critical business drivers and factors that influence outcomes. Must have demonstrated ability to produce high quality analytics applications that can be deployed in a repeatable and scalable fashion. Requires strong knowledge of statistics, signal processing, machine learning, predictive analytics, and other related techniques. Must have excellent written and verbal communication skills used to effectively communicate and present complex information in terms appropriate to the audience. Incumbent will have well-developed research skills and knowledge of current data management principles, procedures, and other tools of the trade. Must be able to manage and prioritize multiple projects simultaneously while balancing according to scope, budget and schedule. Prior experience working in defense, transportation or logistics industries desired.
The description provided above is not intended to be an exhaustive list of all job duties, responsibilities and requirements. Duties, responsibilities and requirements may change over time and according to business need.
Worker Type:
Employee",3.2,"Cubic Corporation
3.2",Hyderābād,-1,5001 to 10000 Employees,1951,Company - Public,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),-1
Data Scientist,₹258K-₹541K (Glassdoor est.),"Description
BizViz provides a 360 degree view of a business's data, serving any vertical and meeting the demanding needs of all business executives. With a 50+ strong team building the BizViz platform over several years, it is targeted at creating technological solutions that will give our customers the edge they need to succeed.
We strongly believe that our success lies in the success of our customers. We aim to build applications the way they envisioned, keeping each business' unique ideas and requirements in mind. We offer businesses a better alternative to using standard cookie-cutter ERP templates.
Job Summary
Design and execute statistical analysis, modeling, and simulation efforts for clients that lead to actionable decisions affecting operations. Analyze data sets to summarize, identify trends, predict future states, and characterize uncertainty. Author complex written products documenting study results. Apply analytical approaches using statistical programming languages, including Python, SAS, and R. Work closely with teammates from non-mathematical disciplines to ensure that operational strategies are considered in the context of applying statistical theory. Use statistical theory on modeling, simulation, and data analysis to deliver measurable improvements to organizational policies and programs.
Responsibilities
Engage in data mining, algorithm development, statistical analysis, regression, and machine-learning initiatives
As part of ongoing work and interaction with the broader team, identify new opportunities to use modeling and advanced analytics to drive business value
High Proficiency in SQL
Expertise in applied statistics.
Able to translate business objectives into actionable analyses.
Able to communicate findings clearly to both technical and non-technical audiences
Expertise in at least one statistical software package such as SAS or Python and R
Experience with machine learning algorithms and predictive analytics
Natural curiosity to enjoy diving deep into the material to find answers to yet unknown questions.
Demonstrated ability to perform comfortably in a fast-paced work environment
Education, Experience, Skills and Abilities Required for Consideration as a Candidate:
PhD or MSC in a quantitative discipline: Statistics, Applied Mathematics, Operations Research, etc.
3+ years of experience in using statistical and data mining techniques to solve real business problems
Minimum of 3 years of experience in any one of the following:
Machine Learning
Data Mining
Predictive analysis
R & Python or SAS.
Passion for problem-solving, developing creative solutions, and continuous learning.
Experience in at least one of the following domain - Retail, Healthcare & Education.
Location
Bangalore & Hyderabad.",3.0,"BDB
3.0",Bangalore,-1,51 to 200 Employees,1993,Company - Private,-1,-1,Less than $1 million (USD),-1
Data Scientist,₹258K-₹541K (Glassdoor est.),"Data Scientist (Contractor)
Bangalore, IN
Responsibilities
We are looking for a capable data scientist to join the Analytics team, reporting locally in India Bangalore. This person’s responsibilities include research, design and development of Machine Learning and Deep Learning algorithms to tackle a variety of Fraud oriented challenges. The data scientist will work closely with software engineers and program managers to deliver end-to-end products, including: data collection in big scale and analysis, exploring different algorithmic approaches, model development, assessment and validation – all the way through production.
Qualifications
At least 3 years of hands-on development of complex Machine Learning models using modern frameworks and tools, ideally Python based.
Solid understanding of statistics and applied mathematics
Creative thinker with a proven ability to tackle open problems and apply non-trivial solutions.
Experience in software development using Python, Java or a similar language.
Any Graduate or M.Sc. in Computer Science, Mathematics or equivalent, preferably in Machine Learning
Ability to write clean and concise code
Quick learner, independent, methodical, and detail oriented.
Team player, positive attitude, collaborative, good communication skills.
Dedicated, makes things happen.
Flexible, capable of making decisions in an ambiguous and changing environment.
Advantages:
Prior experience as a software developer or data engineer – advantage
Experience with Big data – advantage
Experience with Spark – big advantage
Experience with Deep Learning frameworks (PyTorch, TensorFlow, Keras) – advantage.
Experience in the Telecommunication domain and/or Fraud prevention - advantage",3.6,"Tomia
3.6",Bangalore,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
Data Scientist,₹258K-₹541K (Glassdoor est.),"Two positions are currently available in Pune, India and one position is open in Sunnyvale, CA. Title seniority and salary are set to the experience level of the applicant.
Role and Responsibilities
Execute data mining projects, training and deploying models over a typical duration of 2 -12 months.
The ideal candidate should be able to innovate, analyze the customer requirement, develop a solution in the time box of the project plan, execute and deploy the solution.
Integrate the data mining projects embedded data mining applications in the FogHorn platform (on Docker or Android).
Core Qualifications
Candidates must meet ALL of the following qualifications:
Have analyzed, trained and deployed at least three data mining models in the past. If the candidate did not directly deploy their own models, they will have worked with others who have put their models into production. The models should have been validated as robust over at least an initial time period.
Three years of industry work experience, developing data mining models which were deployed and used.
Programming experience in Python is core using data mining related libraries like Scikit-Learn. Other relevant Python mining libraries include NumPy, SciPy and Pandas.
Data mining algorithm experience in at least 3 algorithms within any of the bullets below:
deep learning (TensorFlow, Convolutional Neural Nets (CNN) or related),
prediction (statistical regression, neural nets, deep learning, decision trees, SVM, ensembles),
clustering (k-means, DBSCAN or other) or Bayesian networks
Bonus Qualifications
Any of the following extra qualifications will make a candidate more competitive:
Soft Skills
Sets expectations, develops project plans and meets expectations.
Experience adapting technical dialogue to the right level for the audience (i.e. executives) or specific jargon for a given vertical market and job function.
Technical skills
Commonly, candidates have a MS or Ph.D. in Computer Science, Math, Statistics or an engineering technical discipline. BS candidates with experience are considered.
Have managed past models in production over their full life cycle until model replacement is needed. Have developed automated model refreshing on newer data. Have developed frameworks for model automation as a prototype for product.
Training or experience in Deep Learning, such as TensorFlow, Keras, PyTorch, ONNX, convolutional neural networks (CNN) or Long Short Term Memory (LSTM) neural network architectures. If you don’t have deep learning experience, we will train you on the job.
Java, Android development
Shrinking deep learning models, optimizing to speed up execution time of scoring or inference.
OpenCV or other image processing tools or libraries
Cloud computing: Google Cloud, Amazon AWS or Microsoft Azure.
Decision trees like XGBoost or Random Forests is helpful.
Complex Event Processing (CEP) or other streaming data as a data source for data mining analysis
Time series algorithms from ARIMA to LSTM to Digital Signal Processing (DSP).
Bayesian Networks (BN), a.k.a. Bayesian Belief Networks (BBN) or Graphical Belief Networks (GBN)
Experience with PMML is of interest (see www.DMG.org).
Vertical experience in Industrial Internet of Things (IoT) applications:
Energy: Oil and Gas, HVAC energy consumption, Wind Turbines
Manufacturing: Motors, chemical processes, tools, automotive
Smart Cities: Elevators, cameras on population or cars, power grid
Transportation: Cars, truck fleets, trains
How To Apply
To apply, submit a resume to careers@foghorn.io, with an email subject of either:
“Sunnyvale Data Scientist application ”, where is the applicant’s name. No “” are needed. This assumes you are near enough to commute to Sunnyvale, CA, USA and have a work permit.
or “Pune Data Scientist application ”, if you are applying for a job in that location in Pune, India.
If you want to be more competitive, address how you meet all the minimum requirements and any bonus qualifications.

About FogHorn Systems
FogHorn is a leading developer of “edge intelligence” software for industrial and commercial IoT application solutions. FogHorn’s Lightning software platform brings the power of advanced analytics and machine learning to the on-premise edge environment enabling a new class of applications for advanced monitoring and diagnostics, machine performance optimization, proactive maintenance and operational intelligence use cases. FogHorn’s technology is ideally suited for OEMs, systems integrators and end customers in manufacturing, power and water, oil and gas, renewable energy, mining, transportation, healthcare, retail, as well as Smart Grid, Smart City, Smart Building and connected vehicle applications.
Press: https://www.foghorn.io/press-room/
Awards: https://www.foghorn.io/awards-and-recognition/
2020 World Economic Forum Technology Pioneer
2020 IoT World Awards, Best Edge Computing Solution
2020 Golden Bridge Awards, Most Innovative Company of the Year – AI Category
2020 IoT Evolution Edge Computing Excellence Award
2019 Edge Computing Company of the Year – Compass Intelligence
2019 Internet of Things 50: 10 Coolest Industrial IoT Companies – CRN
2018 IoT Planforms Leadership Award & Edge Computing Excellence – IoT Evolution World Magazine
2018 10 Hot IoT Startups to Watch – Network World. (Gartner estimated 20 billion connected things in use worldwide by 2020)
2018 Winner in Artificial Intelligence and Machine Learning – Globe Awards
2018 Ten Edge Computing Vendors to Watch – ZDNet & 451 Research
2018 The 10 Most Innovative AI Solution Providers – Insights Success
2018 The AI 100 – CB Insights
2017 Cool Vendor in IoT Edge Computing – Gartner
2017 20 Most Promising AI Service Providers – CIO Review
Our Series A round was for $15 million. Our Series B round was for $30 million October 2017. Investors include: Saudi Aramco Energy Ventures, Intel Capital, GE, Dell, Bosch, Honeywell and The Hive.
About the Data Science Solutions team
In 2018, our Data Science Solutions team grew from 4 to 9. We are growing again from 10 t0 13. We work on revenue-generating projects for clients, such as predictive maintenance, time to failure, manufacturing defects. About half of our projects have been related to vision recognition or deep learning. We are not only working on consulting projects but developing vertical solution applications that run on our Lightning platform, with embedded data mining.
Our data scientists like our team because:
We care about “best practices”
Have a direct impact on the company’s revenue
Give or receive mentoring as part of the collaborative process
Questions and challenging the status quo with data is safe
Intellectual curiosity balanced with humility
Present papers or projects in our “Thought Leadership” meeting series, to support continuous learning",4.1,"Foghorn Systems
4.1",Pune,-1,51 to 200 Employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
Data Scientist,₹258K-₹541K (Glassdoor est.),"RESPONSIBILITIES
To analyse data and support the development of technology tools relevant for the development sector. Work on creating data insights on developmental and public policy issues with a focus on providing knowledge support to policy makers and informing public discourse.
Support in providing data analytics for all data and technology related projects esp. Jaano India.
Use multivariate statistical analysis to analyse data and produce detailed project reports. Ensure data integrity and consistency across relevant data systems. Making recommendations for solving some of these real world problems.
Collecting, cleaning and maintaining data from Open Government Datasets. Data from all major government schemes and departments must be maintained in a structured data warehouse and updated regularly.
Analysis of cleaned data to identify patterns, correlations and infer meaningful conclusions. Thereafter, presenting them in a visually lucid manner to various stakeholders and policymakers through Swaniti’s Jigyasa portal.
Creating data packages for standardized and customized research output for use of Members of Parliament, Members of Legislative Assembly and Civil Servants.
Conceptualize and create standalone data visualizations and info-graphics on development and governance issues for dissemination to media outlets and general public
Analyzing and interpreting primary level data for Swaniti’s micro planning projects to identify key patterns for national and state level policy making.
If needed provide inputs for knowledge consultations and/or the Jigyasa platform.
QUALIFICATIONS
Graduate degree in any field with courses in Statistics, Econometrics or any data-related subjects. Those with advanced degrees will be given preference.
At least 2 years of active work experience in the public or private sector with a role dealing directly with data cleaning, analysis and visualizations.
SKILLS
Required
The Data Scientist will be expected to have a demonstrated record of being a ‘problem solver’ with ability to analyse big data, and commitment to working on policy and developmental challenges in India.
Familiarity with handling database systems like MySQL and Hive.
Proficiency in Python and Java. Familiarity with packages/libraries used for data manipulation and plotting (eg – numpy, panda, scikit-learn)
Understanding of statistical concepts involving descriptive and inferential stats, hypothesis testing, confidence intervals and sampling, clustering and classification.
Knowledge of common machine learning algorithms, from dimensionality reduction to supervised and unsupervised techniques.
Excellent working knowledge of MS Excel
Strong leadership skills, excellent people and team skills and a constant willingness to learn.
Recommended
Proficiency in R, Python, SAS, SPSS and/or STATA.
Familiarity with MongoDB, Hadoop, Spark.
Understanding of linear algebra concepts such as matrix manipulations, Eigen values and vectors and multivariable calculus.
Knowledge regarding government policies, schemes and their implementation.
Ability to write complex Macros in Excel.",4.1,"Ank Aha
4.1",New Delhi,-1,1 to 50 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
Data Scientist,₹258K-₹541K (Glassdoor est.),"What we are looking for
We are looking for data scientists to be based in Hyderabad, India with 3-5 years of experience in statistical modeling and data science.

Years of Experience: 3-5 Years

Location: Hyderabad, Telangana, INDIA
Mandatory Skills - Python, Machine Learning and Deep Learning Algorithms, NLP, SQL, Basic CS Fundamentals
Preferred Skills - AWS, AWS-ML tools, NoSQL DB, Computer Vision
Responsibilities Include
As part of the Data Science team, work on creating opportunities to improve company operations for speed and efficiency.
Collaborate with different teams, engineers, program managers, analysts to define the right analytical framework and identify improvement opportunities
Design, experiment, and scale data-driven solutions
Take initiative and recommend improvements to existing software architecture
Design and develop solutions across the enterprise
Create and maintain bug-free code, Unit tests, Integration tests
Code reviews and testing
Your Expertise
Senior-level experience working with Python, AI, ML, DL, and model training
Data analysis and structuring experience is preferred
Deploy and monitor data science solutions
Strong experience in building NLP and deep learning applications
Knowledge of SQL and NoSQL databases; experience in working with GitHub
Ability to work independently and multi-task effectively
Good understanding of AWS or other cloud platforms
Experience in AWS-machine learning tools like sagemaker, Rekognition, Translate is plus


Basic Qualifications
Bachelors or Masters in Computer Science, Operational Research, Statistics or related quantitative field
3-5 years of hands-on experience in data-driven analytics and statistical modeling in Python, R, or a similar platform
Proficiency in model development
Strong CS fundamentals in data structures, problem-solving, algorithm design, and complexity analysis
Superior verbal and written communication and presentation skills, ability to convey rigorous mathematical concepts and considerations to non-experts
LOCATION
Hyderabad, TS
JOB TYPE
Full Time
POSTED DATE
11/25/2020",4.2,"MRoads
4.2",Hyderābād,-1,201 to 500 Employees,2011,Private Practice / Firm,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),-1
Data Scientist,₹258K-₹541K (Glassdoor est.),"AppZen is the leader in AI software for finance teams. Over 1,800 global enterprises use AppZen to automate manual finance processes, reduce expenditures, and gain real-time insights into their business spend trends. Our patented software technology delivers AI deep learning, semantic analysis, and Star Match™, the only automated spend validation that processes intelligence from thousands of data sources, documents, and images to understand financial transactions and make decisions based on finance policies. AppZen is the platform of choice for today’s digital CFO and their teams, including four of the top five banks, four of the top ten media companies, four of the top ten pharmaceutical manufacturers, two of the top five aerospace companies, and six of the top ten software providers.

We’ve taken off this year! Since releasing our platform in 2016, over 1,800 enterprises have standardized on AppZen, including three of the top ten banks, four of the top ten media companies, three of the top ten pharmaceutical manufacturers, two of the top five aerospace companies, and five of the top ten software providers. We were a Gartner Cool Vendor, and have been recognized as one of the fastest-growing technology companies in the market. In 2019 we received $50 million in Series C funding from Lightspeed, Redpoint and other leading venture capital firms.

We are looking for a Data Scientist to come and work on our growing AI stack. You will be working with a team of highly skilled and motivated data scientists and machine learning engineers. If you are excited about natural language understanding and machine translation, AppZen is the right place for you to apply and grow your skills.
Must-Have:
Solid understanding of machine learning fundamentals, and familiar with standard algorithms and techniques.
Ability to analyze a wide variety of data: structured and unstructured, observational and experimental, to drive system designs and product implementations.
Expert knowledge of a statistical computing language such as Python or R Knowledge of probability and statistics, including experimental design, predictive modeling, optimization, and causal inference Experience in design and deployment of real-world, large-scale, user-facing systems.
Ensure data quality throughout all stages of acquisition and processing, including such areas as data sourcing/collection, ground truth generation, normalization, transformation, cross-lingual alignment/mapping, etc.
Manage your own process: identify and execute on high impact projects, triage external requests, and make sure you bring projects to conclusion in time for the results to be useful.
Excellent written and verbal technical communication skills; communicate proposals and results in a clear manner backed by data and coupled with actionable conclusions to drive business decisions.
M.Sc. or M.E. or M.Tech in Computer Science, Engineering, Statistics, or other relevant technical fieldMust have 4-6 years of industry experience.
Able to work onsite in Pune, IN
You are a team player
Come as you are, we do not discriminate! We celebrate, support, and thrive upon our diverse customer and employee base.",4.1,"AppZen
4.1",Pune,-1,201 to 500 Employees,2012,Company - Private,Financial Transaction Processing,Finance,$5 to $10 million (USD),-1
Data Scientist,₹258K-₹541K (Glassdoor est.),"Data Scientist
Location:
Defence Colony, New Delhi
Job Purpose Summary:
Responsible for driving Mahajan Imaging's new focus on medical informatics and data analytics:
Preferably well aquainted with SQL based PACS and Hospital Information Systems.
Putting medical reports and images into an easily searchable structured format for clinical research and scientific purposes.
Responsible for pulling relevant information from company databases.
Would have access to high-end servers and other equipment.
Would have opportunity to work with leading medical imaging companies and universities.",4.0,"Mahajan Imaging
4.0",New Delhi,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
Data Scientist,₹258K-₹541K (Glassdoor est.),"Before ApplyinG
We have big plans to disrupt the traditional fundraising process for private businesses
You will work with a diverse team of former investment bankers, strategy consultants and business owners in developing, monitoring, and improving products to facilitate the activity of private investing
Everything we do is focused on helping build the private capital markets for the next generation of business owners and investors
We work really hard but play really hard as well
‍
Job purpose
We are looking for passionate Data Scientists with strong problem-solving skills and prior experience in building machine learning models. You should possess the ability to thrive in a fast-paced environment. As a Data Scientist, working with passionate data-driven enthusiasts, you will lead the deployment of decision sciences with advanced analytics as well as machine learning and AI capabilities to support various lines of businesses. You will also help to enable a data driven culture within the organization.
‍
Roles and responsibilities
Work with other Data Scientists, Data Engineers, Data Analysts, Software engineers to build and manage data products
Work on cross-functional projects using advanced data modeling and analysis techniques to discover insights that will guide strategic decisions and uncover optimization opportunities.
Develop an enterprise data science strategy to achieve scale, synergies, and sustainability of model deployment
Undertake rigorous analyses of business problems on structured and unstructured data with advanced quantitative techniques.
Apply your expertise in data science, statistical analysis, data mining and the visualisation of data to derive insights that value-add to business decision making (e.g. hypothesis testing, development of MVPs, prototyping etc).
Manage and optimize processes for data intake, validation, mining, and engineering as well as modeling, visualization and communication deliverable.
Skills and experience required
Bachelor or Master’s in Computer Science, Statistics, Mathematics, Economics, or any other related fields
At least 1 to 3 years of hands-on experience in a Data Science role with exposure and proficiency in quantitative and statistical analysis, predictive analytics,multi-variate testing and algorithm-optimization for machine learning
Deep expertise in a range of ML concepts, frameworks and techniques such as logistic regression, clustering, dimensional reduction, recommendation systems,neural nets etc.
Strong understanding of data infrastructure technologies (e.g. Spark, TensorFlow etc).
Familiarity with data engineering methodologies, including SQL, ETL and experience in manipulating data sets with structured and unstructured data using Hadoop, AWS or other big data platforms.
Highly proficient in data visualization and the use of dash boarding tools (e.g.Tableau, Matplotlib, plot.ly etc).
Proven track record in delivering bespoke data science solutions in a cross-functional setting.
Experience in managing a small team is preferred.
Bonus attributes
Interested in dealing with data, including finding, and exploring more efficient ways/programs (e.g. machine learning) to collect, store, and analyse data
Preferably have some understanding of terms in financial statements and financial ratios
Strong problem-solving skills – able to find various ways to solve problems and decide which solution to move forward
Ability to work under pressure and tight timings
Team oriented, but highly independent for their own projects
High level of organisational skills and ability to prioritize

Location
Mumbai, India
Type
Full-Time
Full-Time
Industry
Technology
Technology",4.4,"Fundnel Pte Ltd
4.4",Mumbai,-1,1 to 50 Employees,2015,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,-1
